,Image,Angle,ouptut
143,v24/144.jpg,11.11311,up
144,v24/145.jpg,11.220065,right
145,v24/146.jpg,11.287755,right
146,v24/147.jpg,11.287755,up
147,v24/148.jpg,11.287755,up
148,v24/149.jpg,11.287755,up
149,v24/150.jpg,11.287755,up
150,v24/151.jpg,11.287755,up
151,v24/152.jpg,11.36347,right
152,v24/153.jpg,11.43209,right
153,v24/154.jpg,11.43209,up
154,v24/155.jpg,11.43209,up
155,v24/156.jpg,11.43209,up
156,v24/157.jpg,11.989505,right
157,v24/158.jpg,11.989505,up
158,v24/159.jpg,11.989505,up
159,v24/160.jpg,11.989505,up
160,v24/161.jpg,11.989505,up
161,v24/162.jpg,11.68535,left
162,v24/163.jpg,11.68535,up
163,v24/164.jpg,11.68535,up
164,v24/165.jpg,11.68535,up
165,v24/166.jpg,11.68535,up
166,v24/167.jpg,11.68535,up
167,v24/168.jpg,11.950275,right
168,v24/169.jpg,11.950275,up
169,v24/170.jpg,11.950275,up
170,v24/171.jpg,12.094235,right
171,v24/172.jpg,12.094235,up
172,v24/173.jpg,12.094235,up
173,v24/174.jpg,12.24504,right
174,v24/175.jpg,12.24504,up
175,v24/176.jpg,12.345785,right
176,v24/177.jpg,12.345785,up
177,v24/178.jpg,12.398535,right
178,v24/179.jpg,12.398535,up
179,v24/180.jpg,12.398535,up
180,v24/181.jpg,12.398535,up
181,v24/182.jpg,12.5,right
182,v24/183.jpg,12.5,up
183,v24/184.jpg,12.5,up
184,v24/185.jpg,12.5,up
185,v24/186.jpg,12.5,up
186,v24/187.jpg,12.5,up
187,v24/188.jpg,12.5,up
188,v24/189.jpg,12.07655,left
189,v24/190.jpg,12.07655,up
190,v24/191.jpg,12.07655,up
191,v24/192.jpg,11.77722,left
192,v24/193.jpg,11.77722,up
193,v24/194.jpg,11.77722,up
194,v24/195.jpg,11.77722,up
195,v24/196.jpg,11.354285,left
196,v24/197.jpg,11.354285,up
197,v24/198.jpg,11.354285,up
198,v24/199.jpg,11.354285,up
199,v24/200.jpg,11.354285,up
200,v24/201.jpg,11.354285,up
201,v24/202.jpg,11.354285,up
202,v24/203.jpg,11.354285,up
203,v24/204.jpg,11.354285,up
204,v24/205.jpg,11.354285,up
205,v24/206.jpg,11.210915,left
206,v24/207.jpg,11.13819,left
207,v24/208.jpg,11.13819,up
208,v24/209.jpg,11.13819,up
209,v24/210.jpg,10.789575,left
210,v24/211.jpg,10.789575,up
211,v24/212.jpg,10.789575,up
212,v24/213.jpg,10.789575,up
213,v24/214.jpg,10.789575,up
214,v24/215.jpg,10.089745,left
215,v24/216.jpg,10.089745,up
216,v24/217.jpg,10.089745,up
217,v24/218.jpg,10.089745,up
218,v24/219.jpg,10.089745,up
219,v24/220.jpg,10.089745,up
220,v24/221.jpg,9.67996,left
221,v24/222.jpg,9.67996,up
222,v24/223.jpg,9.67996,up
223,v24/224.jpg,9.67996,up
224,v24/225.jpg,9.67996,up
225,v24/226.jpg,9.67996,up
226,v24/227.jpg,9.67996,up
227,v24/228.jpg,9.67996,up
228,v24/229.jpg,9.67996,up
229,v24/230.jpg,9.67996,up
230,v24/231.jpg,10.828685,right
231,v24/232.jpg,10.828685,up
232,v24/233.jpg,11.15987,right
233,v24/234.jpg,11.171495,right
234,v24/235.jpg,11.171495,up
